330,56.0,1
331,60.0,2
332,60.0,2
333,53.0,1
334,53.0,1
335,51.0,1
336,53.0,1
337,53.0,1
338,58.2,1
339,60.0,2
340,60.0,2
341,60.0,2
342,60.0,2
343,60.0,2
344,59.5,1
345,55.5,1
346,58.7,1
347,55.7,1
348,57.7,1
349,60.0,2
350,60.0,2
351,60.0,2
352,60.0,2
353,60.0,2
354,60.0,2
355,55.7,1
356,60.0,1
357,60.0,2
358,59.3,1
359,60.0,2
360,60.0,2
361,56.4,1
362,59.6,1
363,60.0,2
364,51.6,1
365,53.6,1
366,57.6,1
367,60.0,2
368,60.0,2
369,60.0,2
370,59.8,1
371,60.0,2
372,60.0,2
373,60.0,2
374,60.0,2
375,60.0,2
376,59.1,1
377,60.0,2
378,60.0,2
379,60.0,2
380,60.0,2
381,55.1,1
382,60.0,2
383,56.1,1
384,55.1,1
385,54.1,1
386,57.1,1
387,57.1,1
388,56.1,1
389,59.3,1
390,60.0,2
391,60.0,2
392,59.7,1
393,60.0,2
394,60.0,2
395,60.0,2
396,60.0,2
397,59.0,1
398,60.0,2
399,60.0,2
400,60.0,2
401,60.0,2
402,60.0,2
403,60.0,2
404,60.0,2
405,56.1,1
406,53.1,1
407,55.1,1
408,57.1,1
409,59.3,1
410,60.0,2
411,60.0,2
412,60.0,2
413,60.0,2
414,57.4,1
415,59.6,1
416,60.0,2
417,57.6,1
418,60.0,2
419,60.0,2
420,60.0,2
421,56.6,1
422,59.8,1
423,60.0,2
424,57.9,1
425,60.0,2
426,60.0,2
427,54.0,1
428,58.3,1
429,60.0,2
430,60.0,2
431,58.6,1
432,60.0,2
433,60.0,2
434,54.7,1
435,55.7,1
436,60.0,2
437,60.0,2
438,51.7,1
439,53.7,1
440,60.0,2
441,60.0,2
442,60.0,2
443,60.0,2
444,60.0,2
445,53.7,1
446,60.0,1
447,60.0,2
448,60.0,2
449,60.0,2
450,57.1,1
451,58.3,1
452,60.0,2
453,56.3,1
454,60.0,2
455,48.3,1
456,50.3,1
457,47.3,1
458,50.3,1
459,51.3,1
460,49.3,1
461,60.0,2
462,51.3,1
463,56.3,1
464,60.0,2
465,59.5,1
466,53.5,1
467,60.0,2
468,59.7,1
469,60.0,2
470,60.0,2
471,55.0,1
472,58.3,1
473,60.0,2
474,60.0,2
475,56.3,1
476,57.3,1
477,58.5,1
478,60.0,2
479,60.0,2
480,60.0,2
481,60.0,2
482,60.0,2
483,56.6,1
484,60.0,2
485,60.0,2
486,55.6,1
487,58.8,1
488,60.0,2
489,60.0,2
490,60.0,2
491,60.0,2
492,60.0,2
493,59.0,1
494,60.0,2
495,60.0,2
496,57.0,1
497,59.2,1
498,54.2,1
499,58.4,1
500,60.0,2
501,60.0,2
502,59.7,1
503,59.1,1
504,60.0,2
505,60.0,2
506,60.0,2
507,59.4,1
508,60.0,2
509,60.0,2
510,60.0,2
511,60.0,2
512,58.7,1
513,60.0,2
514,60.0,2
515,60.0,2
516,60.0,1
517,60.0,2
518,58.3,1
519,58.6,1
520,60.0,2
521,58.9,1
522,60.0,2
523,60.0,2
524,60.0,2
525,57.9,1
526,56.9,1
527,53.9,1
528,60.0,2
529,60.0,1
530,60.0,2
531,57.1,1
532,58.3,1
533,54.3,1
534,60.0,2
535,60.0,2
536,59.5,1
537,60.0,2
538,58.8,1
539,60.0,2
540,59.1,1
541,60.0,2
542,60.0,2
543,59.4,1
544,60.0,2
545,59.7,1
546,60.0,2
547,60.0,2
548,60.0,2
549,60.0,2
550,60.0,2
551,54.8,1
552,60.0,2
553,60.0,2
554,50.8,1
555,49.8,1
556,50.8,1
557,48.8,1
558,50.8,1
559,54.8,1
560,59.0,1
561,58.4,1
562,59.7,1
563,59.0,1
564,59.3,1
565,55.3,1
566,58.5,1
567,59.8,1
568,60.0,2
569,60.0,2
570,55.0,1
571,51.0,1
572,56.0,1
573,58.2,1
574,60.0,2
575,60.0,2
576,59.5,1
577,60.0,2
578,55.5,1
579,50.5,1
580,55.5,1
581,59.7,1
582,60.0,2
583,60.0,2
584,60.0,2
585,60.0,2
586,55.7,1
587,55.7,1
588,57.7,1
589,60.0,2
590,60.0,2
591,60.0,2
592,58.9,1
593,60.0,2
594,54.0,1
595,56.0,1
596,50.0,1
597,48.0,1
598,51.0,1
599,51.1,1
600,57.1,1
601,60.0,2
602,56.1,1
603,55.1,1
604,59.3,1
605,55.3,1
606,58.5,1
607,60.0,2
608,60.0,2
609,57.6,1
610,56.6,1
611,60.0,2
612,60.0,2
613,57.6,1
614,60.0,2
615,56.6,1
616,58.8,1
617,52.8,1
618,53.8,1
619,55.8,1
620,60.0,2
621,60.0,1
622,60.0,2
623,56.1,1
624,60.0,2
625,59.3,1
626,60.0,2
627,60.0,2
628,60.0,2
629,60.0,2
630,60.0,2
631,60.0,2
632,60.0,2
633,60.0,2
634,58.6,1
635,60.0,2
636,58.9,1
637,57.9,1
638,60.0,2
639,59.1,1
640,56.1,1
641,59.3,1
642,60.0,2
643,56.3,1
644,55.3,1
645,60.0,2
646,60.0,2
647,60.0,2
648,60.0,2
649,60.0,2
650,60.0,2
651,60.0,2
652,58.5,1
653,57.5,1
654,53.5,1
655,56.5,1
656,55.5,1
657,57.5,1
658,56.5,1
659,59.7,1
660,60.0,2
661,60.0,2
662,60.0,2
663,60.0,2
664,60.0,2
665,60.0,2
666,60.0,2
667,60.0,2
668,60.0,2
669,60.0,2
670,60.0,2
671,54.9,1
672,51.9,1
673,51.9,1
674,49.9,1
675,48.9,1
676,51.9,1
677,53.9,1
678,50.9,1
679,48.9,1
680,50.9,1
681,56.9,1
682,57.9,1
683,56.9,1
684,59.1,1
685,57.1,1
686,60.0,2
687,60.0,2
688,60.0,2
689,53.1,1
690,55.1,1
691,59.3,1
692,60.0,2
693,60.0,2
694,60.0,2
695,60.0,2
696,60.0,2
697,59.6,1
698,60.0,2
699,60.0,2
700,60.0,2
701,53.6,1
702,60.0,2
703,60.0,2
704,60.0,2
705,59.8,1
706,60.0,2
707,60.0,2
708,60.0,2
709,60.0,2
710,48.8,1
711,48.8,1
712,50.8,1
713,38.8,1
714,31.8,1
715,38.8,1
716,40.8,1
717,44.8,1
718,47.8,1
719,59.1,1
720,60.0,2
721,60.0,2
722,60.0,2
723,58.4,1
724,51.4,1
725,54.4,1
726,60.0,2
727,60.0,2
728,60.0,2
729,54.4,1
730,59.6,1
731,60.0,2
732,59.0,1
733,60.0,2
734,59.2,1
735,60.0,2
736,60.0,2
737,60.0,2
738,55.3,1
739,59.5,1
740,60.0,2
741,60.0,2
742,60.0,2
743,60.0,2
744,60.0,2
745,60.0,2
746,60.0,2
747,60.0,2
748,52.5,1
749,52.5,1
750,56.5,1
751,52.5,1
752,54.5,1
753,57.5,1
754,60.0,2
755,60.0,2
756,55.5,1
757,59.7,1
758,60.0,2
759,58.0,1
760,60.0,2
761,60.0,2
762,57.0,1
763,59.2,1
764,60.0,2
765,54.2,1
766,60.0,2
767,58.4,1
768,60.0,2
769,58.7,1
770,60.0,2
771,59.0,1
772,57.0,1
773,57.0,1
774,60.0,2
775,60.0,2
776,60.0,2
777,60.0,2
778,60.0,2
779,55.0,1
780,59.2,1
781,58.5,1
782,60.0,2
783,57.5,1
784,56.5,1
785,59.8,1
786,60.0,2
787,59.0,1
788,60.0,2
789,50.1,1
790,46.1,1
791,48.1,1
792,53.1,1
793,54.1,1
794,60.0,2
795,60.0,2
796,59.3,1
797,56.3,1
798,60.0,2
799,60.0,2
800,51.3,1
801,50.3,1
802,53.3,1
803,60.0,2
804,57.3,1
805,50.3,1
806,49.3,1
807,46.3,1
808,51.3,1
809,56.3,1
810,60.0,2
811,60.0,2
812,55.3,1
813,60.0,2
814,55.3,1
815,55.3,1
816,58.5,1
817,60.0,2
818,60.0,2
819,60.0,2
820,56.5,1
821,58.7,1
822,60.0,2
823,60.0,2
824,60.0,2
825,60.0,2
826,55.8,1
827,56.8,1
828,60.0,2
829,60.0,2
830,48.8,1
831,47.8,1
832,51.8,1
833,46.8,1
834,52.8,1
835,53.8,1
836,52.8,1
837,60.0,2
838,57.8,1
839,54.8,1
840,53.8,1
841,56.8,1
842,60.0,2
843,60.0,2
844,60.0,2
845,60.0,1
846,60.0,2
847,60.0,2
848,58.3,1
849,60.0,2
850,59.6,1
851,60.0,2
852,60.0,2
853,60.0,2
854,60.0,2
855,60.0,2
856,60.0,2
857,60.0,2
858,53.6,1
859,57.6,1
860,60.0,2
861,60.0,2
862,60.0,2
863,60.0,2
864,60.0,2
865,60.0,2
866,59.9,1
867,60.0,2
868,60.0,2
869,57.0,1
870,60.0,2
871,51.0,1
872,60.0,2
873,59.3,1
874,60.0,2
875,56.4,1
876,60.0,2
877,60.0,2
878,59.6,1
879,60.0,2
880,60.0,2
881,60.0,2
882,44.7,1
883,47.7,1
884,51.7,1
885,53.7,1
886,52.7,1
887,60.0,2
888,54.7,1
889,48.7,1
890,48.7,1
891,49.8,1
892,45.8,1
893,53.8,1
894,59.0,1
895,60.0,2
896,60.0,2
897,60.0,2
898,59.3,1
899,60.0,2
900,60.0,2
901,60.0,2
902,60.0,2
903,60.0,2
904,58.6,1
905,59.8,1
906,60.0,2
907,60.0,2
908,60.0,2
909,57.0,1
910,58.2,1
911,57.2,1
912,59.4,1
913,60.0,2
914,59.7,1
915,57.7,1
916,53.7,1
917,55.7,1
918,60.0,1
919,54.0,1
920,45.0,1
921,50.0,1
922,54.0,1
923,59.2,1
924,60.0,2
925,60.0,2
926,58.5,1
927,53.5,1
928,49.5,1
929,57.5,1
930,58.7,1
931,55.7,1
932,60.0,2
933,59.9,1
934,60.0,2
935,55.0,1
936,60.0,2
937,60.0,2
938,58.3,1
939,60.0,2
940,60.0,2
941,55.4,1
942,51.4,1
943,48.4,1
944,54.4,1
945,60.0,2
946,58.6,1
947,60.0,2
948,60.0,2
949,60.0,2
950,55.7,1
951,46.7,1
952,44.7,1
953,48.7,1
954,50.7,1
955,46.7,1
956,50.7,1
957,53.7,1
958,57.7,1
959,60.0,2
960,53.7,1
961,57.7,1
962,60.0,2
963,60.0,2
964,59.0,1
965,60.0,2
966,60.0,2
967,60.0,2
968,60.0,2
969,60.0,2
970,53.1,1
971,57.1,1
972,59.3,1
973,60.0,2
974,60.0,2
975,60.0,2
976,60.0,2
977,60.0,2
978,60.0,2
979,53.4,1
980,57.4,1
981,57.4,1
982,58.6,1
983,60.0,2
984,52.6,1
985,57.6,1
986,59.8,1
987,56.8,1
988,53.8,1
989,59.0,1
990,60.0,2
991,58.0,1
992,60.0,2
993,60.0,2
994,49.0,1
995,51.0,1
996,50.0,1
997,52.0,1
998,56.0,1
999,60.0,2
1000,60.0,2
1001,60.0,2
1002,57.0,1
1003,56.0,1
1004,60.0,2
1005,60.0,2
1006,60.0,2
1007,60.0,2
1008,60.0,2
1009,51.0,1
1010,49.0,1
1011,48.0,1
1012,52.0,1
1013,51.0,1
1014,55.0,1
1015,58.2,1
1016,58.5,1
1017,60.0,2
1018,59.8,1
1019,60.0,2
1020,56.9,1
1021,60.0,2
1022,60.0,2
1023,60.0,2
1024,60.0,2
1025,47.0,1
1026,54.0,1
1027,60.0,2
1028,60.0,2
1029,53.0,1
1030,60.0,2
1031,60.0,2
1032,60.0,2
1033,56.0,1
1034,59.2,1
1035,60.0,2
1036,58.5,1
1037,51.5,1
1038,60.0,2
1039,56.5,1
1040,59.7,1
1041,60.0,2
1042,57.9,1
1043,60.0,2
1044,56.0,1
1045,60.0,2
1046,60.0,2
1047,60.0,2
1048,60.0,2
1049,60.0,2
1050,48.0,1
1051,49.0,1
1052,53.0,1
1053,60.0,2
1054,55.0,1
1055,60.0,2
1056,60.0,2
1057,60.0,2
1058,58.2,1
1059,60.0,2
1060,56.3,1
1061,60.0,2
1062,60.0,2
1063,60.0,2
1064,52.3,1
1065,47.3,1
1066,49.3,1
1067,51.3,1
1068,48.3,1
1069,53.3,1
1070,58.5,1
1071,60.0,2
1072,55.5,1
1073,55.5,1
1074,60.0,2
1075,60.0,2
1076,60.0,2
1077,60.0,2
1078,60.0,2
1079,59.8,1
1080,60.0,2
1081,60.0,2
1082,51.9,1
1083,60.0,2
1084,60.0,2
1085,60.0,1
1086,48.0,1
1087,50.0,1
1088,51.0,1
1089,56.0,1
1090,52.0,1
1091,58.2,1
1092,60.0,2
1093,58.5,1
1094,60.0,2
1095,60.0,2
1096,60.0,2
1097,55.5,1
1098,54.5,1
1099,52.5,1
1100,47.5,1
1101,48.5,1
1102,50.5,1
1103,52.6,1
1104,56.6,1
1105,56.6,1
1106,58.8,1
1107,59.2,1
1108,54.2,1
1109,60.0,2
1110,60.0,2
1111,60.0,2
1112,58.4,1
1113,60.0,2
1114,60.0,2
1115,60.0,2
1116,60.0,2
1117,60.0,2
1118,53.4,1
1119,56.4,1
1120,60.0,2
1121,60.0,2
1122,60.0,2
1123,60.0,2
1124,60.0,2
1125,60.0,2
1126,53.4,1
1127,56.4,1
1128,60.0,2
1129,56.4,1
1130,56.4,1
1131,60.0,2
1132,60.0,2
1133,47.4,1
1134,44.4,1
1135,46.4,1
1136,57.4,1
1137,60.0,2
1138,52.4,1
1139,55.4,1
1140,60.0,2
1141,60.0,2
1142,57.4,1
1143,59.6,1
1144,60.0,2
1145,60.0,2
1146,60.0,2
1147,59.9,1
1148,60.0,2
1149,60.0,2
1150,60.0,2
1151,60.0,2
1152,59.2,1
1153,60.0,2
1154,60.0,2
1155,60.0,2
1156,58.5,1
1157,57.5,1
1158,58.8,1
1159,60.0,2
1160,60.0,2
1161,57.0,1
1162,60.0,2
1163,60.0,2
1164,60.0,2
1165,60.0,2
1166,60.0,2
1167,60.0,2
1168,53.0,1
1169,51.0,1
1170,54.0,1
1171,60.0,2
1172,60.0,2
1173,60.0,2
1174,54.0,1
1175,58.2,1
1176,60.0,2
1177,55.3,1
1178,60.0,2
1179,60.0,2
1180,60.0,2
1181,60.0,2
1182,60.0,2
1183,60.0,2
1184,60.0,2
1185,60.0,2
1186,56.3,1
1187,59.5,1
1188,60.0,2
1189,60.0,2
1190,60.0,2
1191,60.0,2
1192,60.0,2
1193,60.0,2
1194,60.0,2
1195,60.0,2
1196,58.8,1
1197,60.0,2
1198,55.9,1
1199,53.9,1
1200,55.9,1
1201,57.9,1
1202,54.9,1
1203,60.0,2
1204,53.0,1
1205,53.0,1
1206,53.0,1
1207,60.0,2
1208,55.0,1
1209,53.0,1
1210,57.0,1
1211,59.2,1
1212,60.0,2
1213,60.0,2
1214,60.0,2
1215,60.0,2
1216,53.3,1
1217,58.5,1
1218,60.0,2
1219,60.0,2
1220,60.0,2
1221,54.6,1
1222,55.6,1
1223,52.6,1
1224,60.0,2
1225,60.0,2
1226,54.6,1
1227,52.7,1
1228,53.7,1
1229,60.0,2
1230,60.0,2
1231,60.0,2
1232,53.7,1
1233,59.9,1
1234,60.0,2
1235,53.0,1
1236,59.2,1
1237,60.0,2
1238,58.5,1
1239,60.0,2
1240,56.6,1
1241,56.6,1
1242,49.6,1
1243,53.6,1
1244,57.6,1
1245,59.8,1
1246,56.8,1
1247,60.0,2
1248,56.8,1
1249,60.0,2
1250,60.0,2
1251,60.0,2
1252,53.8,1
1253,50.8,1
1254,60.0,2
1255,55.8,1
1256,60.0,2
1257,51.8,1
1258,48.8,1
1259,45.8,1
1260,52.8,1
1261,53.8,1
1262,60.0,2
1263,60.0,2
1264,60.0,2
1265,60.0,2
1266,60.0,2
1267,60.0,2
1268,56.8,1
1269,53.8,1
1270,55.8,1
1271,57.8,1
1272,59.0,1
1273,60.0,2
1274,60.0,2
1275,55.1,1
1276,57.1,1
1277,59.4,1
1278,53.4,1
1279,60.0,2
1280,60.0,2
1281,60.0,2
1282,58.6,1
1283,59.9,1
1284,60.0,2
1285,60.0,2
1286,60.0,1
1287,60.0,2
1288,60.0,2
1289,57.0,1
1290,60.0,2
1291,60.0,2
1292,54.0,1
1293,53.0,1
1294,57.0,1
1295,60.0,2
1296,57.0,1
1297,55.0,1
1298,52.0,1
1299,57.0,1
1300,57.0,1
1301,60.0,2
1302,60.0,2
1303,60.0,2
1304,60.0,2
1305,58.3,1
1306,51.3,1
1307,53.3,1
1308,58.5,1
1309,59.8,1
1310,60.0,2
1311,60.0,2
1312,60.0,2
1313,60.0,2
1314,60.0,2
1315,57.9,1
1316,60.0,2
1317,59.0,1
1318,60.0,2
1319,60.0,2
1320,60.0,2
1321,60.0,2
1322,59.3,1
1323,60.0,2
1324,59.6,1
1325,60.0,2
1326,60.0,2
1327,53.7,1
1328,55.7,1
1329,55.7,1
1330,59.9,1
1331,60.0,2
1332,57.0,1
1333,57.0,1
1334,57.0,1
1335,55.0,1
1336,58.3,1
1337,60.0,2
1338,60.0,2
1339,60.0,2
1340,60.0,2
1341,50.4,1
1342,48.4,1
1343,52.4,1
1344,50.4,1
1345,57.4,1
1346,60.0,2
1347,60.0,2
1348,60.0,2
1349,60.0,2
1350,60.0,2
1351,60.0,2
1352,52.4,1
1353,51.4,1
1354,48.4,1
1355,51.4,1
1356,52.4,1
1357,53.4,1
1358,50.4,1
1359,60.0,2
1360,57.4,1
1361,60.0,2
1362,58.6,1
1363,59.9,1
1364,60.0,2
1365,60.0,2
1366,60.0,2
1367,54.0,1
1368,52.0,1
1369,60.0,2
1370,60.0,2
1371,60.0,2
1372,60.0,2
1373,60.0,2
1374,59.2,1
1375,60.0,2
1376,60.0,2
1377,57.3,1
1378,59.5,1
1379,60.0,2
1380,60.0,2
1381,60.0,2
1382,58.8,1
1383,60.0,2
1384,52.0,1
1385,58.3,1
1386,59.6,1
1387,58.9,1
1388,60.0,2
1389,57.0,1
1390,60.0,2
1391,60.0,2
1392,60.0,2
1393,60.0,2
1394,60.0,2
1395,58.0,1
1396,60.0,2
1397,60.0,2
1398,55.0,1
1399,59.1,1
1400,60.0,2
1401,60.0,2
1402,59.4,1
1403,60.0,2
1404,60.0,2
1405,55.5,1
1406,57.5,1
1407,60.0,2
1408,60.0,2
1409,57.5,1
1410,60.0,2
1411,60.0,2
1412,60.0,2
1413,52.5,1
1414,56.5,1
1415,54.5,1
1416,57.5,1
1417,60.0,2
1418,60.0,2
1419,55.5,1
1420,57.5,1
1421,54.5,1
1422,58.7,1
1423,60.0,2
1424,60.0,2
1425,60.0,2
1426,53.0,1
1427,55.0,1
1428,51.0,1
1429,47.0,1
1430,52.0,1
1431,48.0,1
1432,46.0,1
1433,48.0,1
1434,46.0,1
1435,40.0,1
1436,43.0,1
1437,38.0,1
1438,42.0,1
1439,38.0,1
1440,42.0,1
1441,51.0,1
1442,54.0,1
1443,56.0,1
1444,58.2,1
1445,57.2,1
1446,60.0,2
1447,60.0,2
1448,60.0,2
1449,60.0,2
1450,52.2,1
1451,51.2,1
1452,51.2,1
1453,56.2,1
1454,56.2,1
1455,58.5,1
1456,60.0,2
1457,57.6,1
1458,60.0,2
1459,60.0,2
1460,55.6,1
1461,49.6,1
1462,50.6,1
1463,53.6,1
1464,55.6,1
1465,57.6,1
1466,60.0,2
1467,60.0,2
1468,60.0,2
1469,60.0,2
1470,55.6,1
1471,60.0,2
1472,60.0,2
1473,57.6,1
1474,60.0,2
1475,53.6,1
1476,56.6,1
1477,57.6,1
1478,60.0,2
1479,54.6,1
1480,52.6,1
1481,50.6,1
1482,53.6,1
1483,51.6,1
1484,51.6,1
1485,51.6,1
1486,52.6,1
1487,58.8,1
1488,60.0,2
1489,57.8,1
1490,60.0,2
1491,60.0,2
1492,60.0,2
1493,60.0,2
1494,60.0,2
1495,49.8,1
1496,52.8,1
1497,54.8,1
1498,60.0,2
1499,60.0,2
1500,56.8,1
1501,60.0,2
1502,60.0,2
1503,60.0,2
1504,55.8,1
1505,52.8,1
1506,53.8,1
1507,59.0,1
1508,60.0,2
1509,60.0,2
1510,60.0,2
1511,60.0,2
1512,60.0,2
1513,58.3,1
1514,60.0,2
1515,60.0,2
1516,60.0,2
1517,60.0,2
1518,60.0,2
1519,60.0,2
1520,60.0,2
1521,60.0,2
1522,58.6,1
1523,56.6,1
1524,58.9,1
1525,60.0,2
1526,60.0,2
1527,55.0,1
1528,52.0,1
1529,54.0,1
1530,53.0,1
1531,57.0,1
1532,60.0,2
1533,54.0,1
1534,60.0,2
1535,60.0,2
1536,55.0,1
1537,60.0,2
1538,59.2,1
1539,60.0,2
1540,60.0,2
1541,60.0,2
1542,60.0,2
1543,54.3,1
1544,54.3,1
1545,57.3,1
1546,59.5,1
1547,59.8,1
1548,60.0,2
1549,53.0,1
1550,58.3,1
1551,60.0,2
1552,60.0,2
1553,56.4,1
1554,58.6,1
1555,60.0,2
1556,60.0,2
1557,60.0,2
1558,60.0,2
1559,57.7,1
1560,55.7,1
1561,56.7,1
1562,59.9,1
1563,60.0,2
1564,60.0,2
1565,60.0,2
1566,60.0,2
1567,58.3,1
1568,56.3,1
1569,54.3,1
1570,56.3,1
1571,58.5,1
1572,60.0,2
1573,54.6,1
1574,56.6,1
1575,60.0,2
1576,60.0,2
1577,60.0,2
1578,60.0,2
1579,60.0,2
1580,59.8,1
1581,52.8,1
1582,51.8,1
1583,56.8,1
1584,54.8,1
1585,60.0,2
1586,60.0,2
1587,60.0,2
1588,60.0,2
1589,59.0,1
1590,60.0,2
1591,60.0,2
1592,55.1,1
1593,57.1,1
1594,55.1,1
1595,60.0,2
1596,60.0,2
1597,60.0,2
1598,60.0,2
1599,60.0,2
1600,56.1,1
1601,60.0,2
1602,60.0,2
1603,60.0,2
1604,55.1,1
1605,60.0,2
1606,60.0,2
1607,58.3,1
1608,60.0,2
1609,58.6,1
1610,60.0,2
1611,51.7,1
1612,59.9,1
1613,57.9,1
1614,60.0,2
1615,60.0,2
1616,54.9,1
1617,54.9,1
1618,50.9,1
1619,57.9,1
1620,60.0,2
1621,60.0,2
1622,51.0,1
1623,53.0,1
1624,59.2,1
1625,56.2,1
1626,57.2,1
1627,60.0,2
1628,59.4,1
1629,60.0,2
1630,58.7,1
1631,60.0,2
1632,60.0,2
1633,60.0,2
1634,57.7,1
1635,60.0,2
1636,60.0,2
1637,46.7,1
1638,49.7,1
1639,54.7,1
1640,45.7,1
1641,53.7,1
1642,56.7,1
1643,58.9,1
1644,60.0,2
1645,60.0,2
1646,53.9,1
1647,55.9,1
1648,60.0,2
1649,60.0,2
1650,60.0,2
1651,60.0,2
1652,60.0,2
1653,60.0,2
1654,56.9,1
1655,59.1,1
1656,55.1,1
1657,60.0,2
1658,55.1,1
1659,60.0,2
1660,60.0,2
1661,59.3,1
1662,59.6,1
1663,60.0,2
1664,59.9,1
1665,60.0,2
1666,60.0,2
